id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,category,inasuit,suit,animated,pose,img
A9386,Crystal Dew · Gorgeous,accessory,hair ornament,4,A,,SS,,,S,,A,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9387,Floral Words · Gorgeous,accessory,earrings,4,A,,SS,,,A,,S,A,,,,,,,FALSE,,FALSE,FALSE,
A9388,Ripple of Fate · Gorgeous,accessory,right handheld,4,A,,S,,,S,,A,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9389,Snowy Plume · Gorgeous,accessory,gloves,4,A,,S,,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9390,Crystal Dew · Epic,accessory,hair ornament,5,SS,,SS,,,A,,S,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9391,Floral Words · Epic,accessory,earrings,5,SS,,A,,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
A9392,Ripple of Fate · Epic,accessory,right handheld,5,SS,,A,,,SS,,A,S,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9393,Snowy Plume · Epic,accessory,gloves,5,SS,,S,,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9394,Crystal Dew · Night,accessory,hair ornament,5,SS,,SS,,,S,,A,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9395,Floral Words · Night,accessory,earrings,5,SS,,A,,,S,,S,A,,,,,,,FALSE,,FALSE,FALSE,
A9396,Ripple of Fate · Night,accessory,right handheld,5,SS,,S,,,SS,,A,S,,Lolita,,,,,FALSE,,FALSE,FALSE,
A9397,Snowy Plume · Night,accessory,gloves,5,SS,,S,,,SS,,A,B,,,,,,,FALSE,,FALSE,FALSE,
A9398,Whisper of Wind,accessory,hair ornament,4,A,,,SS,SS,,,B,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9399,Sequel of Sweet Dream,accessory,earrings,4,A,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9400,Guardian of Sun,accessory,necklace,4,A,,,SS,B,,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9401,Dreamcatcher,accessory,left handheld,4,A,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9402,Whisper of Wind · Twilight,accessory,hair ornament,4,A,,,SS,S,,,A,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9403,Sequel of Sweet Dream · Twilight,accessory,earrings,4,A,,,S,A,,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9404,Guardian of Sun · Twilight,accessory,necklace,4,A,,,B,SS,,,S,,S,Traditional,,,,,FALSE,,FALSE,FALSE,
A9405,Dreamcatcher · Twilight,accessory,left handheld,4,A,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9406,Whisper of Wind · Sky,accessory,hair ornament,4,A,,,SS,S,,,A,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9407,Sequel of Sweet Dream · Sky,accessory,earrings,4,A,,,S,A,,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9408,Guardian of Sun · Sky,accessory,necklace,4,A,,,S,A,,,SS,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9409,Dreamcatcher · Sky,accessory,left handheld,4,A,,,SS,A,,,S,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
A9410,Flowing Sweetness,accessory,hair ornament,4,,S,,S,,SS,,B,,A,POP,,,,,FALSE,,FALSE,FALSE,
A9411,Juicy Gummy Candies,accessory,earrings,4,,A,,A,,SS,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9412,Soft as Cloud,accessory,right handheld,4,,B,,A,,S,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9414,Marvelous Handicraft,accessory,left handheld,4,,A,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
A9415,Flowing Sweetness · Secret,accessory,hair ornament,4,,A,,SS,,SS,,B,,A,POP,,,,,FALSE,,FALSE,FALSE,
A9416,Juicy Gummy Candies · Secret,accessory,earrings,4,,B,,A,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9417,Soft as Cloud · Secret,accessory,right handheld,4,,A,,A,,SS,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9419,Marvelous Handicraft · Secret,accessory,left handheld,4,,A,,S,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
A9420,Flowing Sweetness · Forest,accessory,hair ornament,4,,A,,SS,,SS,,A,,B,POP,,,,,FALSE,,FALSE,FALSE,
A9421,Juicy Gummy Candies · Forest,accessory,earrings,4,,A,,A,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9422,Soft as Cloud · Forest,accessory,right handheld,4,,A,,A,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9424,Marvelous Handicraft · Forest,accessory,left handheld,4,,A,,SS,,S,,A,,A,,,,,,FALSE,,FALSE,FALSE,
A9431,Inner Strength,accessory,hair ornament,4,A,,SS,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9432,Blocked Sight,accessory,face accessory,4,A,,S,,A,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
A9433,Crystal Clear Snow,accessory,earrings,4,A,,A,,S,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
A9434,Axiom Principle,accessory,necklace,4,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9435,Song of Bravery,accessory,right handheld,4,A,,A,,S,,S,,B,,,,,,,FALSE,,FALSE,FALSE,
A9436,Grasp of Light,accessory,gloves,4,A,,SS,,A,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9437,Meticulous Deduction,accessory,left hand ornament,4,A,,A,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9438,Anthem of Growth,accessory,hair ornament,4,B,,SS,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9439,Disguise Mask,accessory,face accessory,4,B,,S,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9440,Illusory Brilliance,accessory,earrings,4,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9441,Return to Freedom,accessory,necklace,4,A,,A,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9442,Memory of Prison,accessory,right handheld,4,A,,S,,S,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9443,Grasp of Beauty,accessory,gloves,4,A,,S,,A,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9444,Warning from Childhood,accessory,left hand ornament,4,A,,A,,SS,,SS,,B,,,,,,,FALSE,,FALSE,FALSE,
A9445,Youth Dream,accessory,hair ornament,4,A,,S,,SS,,B,,A,,,,,,,FALSE,,FALSE,FALSE,
A9446,Warmth in a Flash,accessory,face accessory,4,B,,S,,S,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9447,Mysterious Illusion,accessory,earrings,4,A,,S,,S,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9448,Out of Love and Hate,accessory,necklace,4,A,,A,,SS,,SS,,B,,,,,,,FALSE,,FALSE,FALSE,
A9449,Plastic Love,accessory,right handheld,4,A,,S,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9450,Grasp of Heart,accessory,gloves,4,A,,SS,,A,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9451,Simple Sincerity,accessory,left hand ornament,4,A,,A,,S,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9452,Signal Antenna,accessory,hair ornament,3,,S,,A,,S,,B,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9453,Light and Dark,accessory,scarf,3,,S,,S,,B,,A,S,,,,,,,FALSE,,FALSE,FALSE,
A9454,Crystal Clear Wings,accessory,wing,3,,S,,A,,S,,A,B,,Animal,,,,,FALSE,,FALSE,FALSE,
A9455,Ultimate Weapon,accessory,tail,3,,S,,S,,A,,A,B,,Animal,,,,,FALSE,,FALSE,FALSE,
A9456,Signal Antenna · Gorgeous,accessory,hair ornament,4,A,,,SS,,S,,B,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9457,Light and Dark · Gorgeous,accessory,scarf,4,S,,,SS,,B,,A,S,,,,,,,FALSE,,FALSE,FALSE,
A9458,Crystal Clear Wings · Gorgeous,accessory,wing,4,B,,,SS,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9459,Ultimate Weapon · Gorgeous,accessory,tail,4,A,,,SS,,S,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9460,Signal Antenna · Epic,accessory,hair ornament,5,SS,,,A,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9461,Light and Dark · Epic,accessory,scarf,5,SS,,,A,,A,,S,SS,,,,,,,FALSE,,FALSE,FALSE,
A9462,Crystal Clear Wings · Epic,accessory,wing,5,SS,,,SS,,A,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9463,Ultimate Weapon · Epic,accessory,tail,5,SS,,,S,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9464,Illusionary Antenna,accessory,hair ornament,5,SS,,,A,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9465,Real and Unreal,accessory,scarf,5,SS,,,S,,A,,A,SS,,,,,,,FALSE,,FALSE,FALSE,
A9466,Illusionary Crystal Wings,accessory,wing,5,SS,,,SS,,A,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9467,Ultimate Weapon · Illusion,accessory,tail,5,SS,,,S,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9468,Buzzing Antenna,accessory,hair ornament,5,SS,,,S,,SS,,A,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9469,Light and Shade,accessory,scarf,5,SS,,,A,,A,,S,SS,,,,,,,FALSE,,FALSE,FALSE,
A9470,Buzzing Crystal Wings,accessory,wing,5,SS,,,S,,S,,A,S,,Animal,,,,,FALSE,,FALSE,FALSE,
A9471,Ultimate Weapon · Buzzing,accessory,tail,5,SS,,,A,,SS,,A,S,,Animal,,,,,FALSE,,FALSE,FALSE,
A9472,Melodic Ring,accessory,earrings,5,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9473,Everything Covered,accessory,brooch,5,A,,S,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9474,Wordless Law,accessory,right handheld,5,B,,A,,S,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
A9475,Melodic Ring · Pure,accessory,earrings,5,A,,S,,S,,SS,,B,,,,,,,FALSE,,FALSE,FALSE,
A9476,Everything Covered · Pure,accessory,brooch,5,B,,SS,,SS,,B,,A,,,,,,,FALSE,,FALSE,FALSE,
A9477,Wordless Law · Pure,accessory,right handheld,5,A,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9478,Castle Frozen in Time,accessory,veil,5,S,,SS,,SS,,A,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
A9479,Sorrowful Dinners,accessory,earrings,5,A,,A,,SS,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
A9480,Absurd Myth,accessory,necklace,5,A,,A,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
A9481,Lament of Night,accessory,right handheld,5,A,,S,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
A9482,Eternal Longing,accessory,gloves,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9483,Reunion at Death,accessory,veil,5,A,,SS,,SS,,A,,,S,Gothic,,,,,FALSE,,FALSE,FALSE,
A9484,Fateful Ending,accessory,gloves,5,A,,SS,,SS,,S,,,A,,,,,,FALSE,,FALSE,TRUE,
A9485,Messenger of Fairy Tales,accessory,foreground,5,A,,,SS,,SS,A,,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9486,Crashed Obsession,accessory,head ornament,5,A,,,S,,B,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9487,Glass World,accessory,ground,5,SS,,,SS,,A,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9488,Splendid Fantasies,accessory,hair ornament,5,S,,,SS,,SS,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9489,Starlit Journey,accessory,hairpin,5,A,,,SS,,S,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9490,Burning Flames,accessory,scarf,5,A,,,SS,,SS,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9491,Misty World,accessory,necklace,5,A,,,S,,B,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9492,Travelers on the Road,accessory,brooch,5,S,,,S,,A,B,,A,,,,,,,FALSE,,FALSE,FALSE,
A9493,Echoes of the Calling,accessory,left handheld,5,SS,,,A,,SS,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9494,Crown of Thorns,accessory,hairpin,5,B,,,SS,,A,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9495,Fantastic Writing,accessory,hairpin,4,,S,A,,SS,,,B,A,,,,,,,FALSE,,FALSE,FALSE,
A9496,Witty Shopkeeper,accessory,hair ornament,4,B,,SS,,SS,,,A,A,,Modern China,,,,,FALSE,,FALSE,FALSE,
A9497,Insightful Eyes,accessory,face accessory,4,A,,S,,S,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9498,Exquisite Jade,accessory,earrings,4,S,,SS,,S,,,B,A,,,,,,,FALSE,,FALSE,FALSE,
A9499,Smart Woman,accessory,brooch,4,A,,S,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
A9500,Perfect Plan,accessory,left handheld,4,A,,SS,,S,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9501,Unique Era,accessory,hair ornament,4,,S,,A,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9502,The Lost Starlight,accessory,earrings,4,,SS,,A,A,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
A9503,Date with True Self,accessory,right handheld,4,,SS,,A,SS,,B,,,A,,,,,,FALSE,,FALSE,FALSE,
A9504,Goodbye to Ordinary,accessory,gloves,4,A,,,S,SS,,S,,,B,,,,,,FALSE,,FALSE,FALSE,
A9505,Peace Defender,accessory,hair ornament,5,A,,,SS,,SS,A,,,A,Street,,,,,FALSE,,FALSE,FALSE,
A9506,Drive Carefully,accessory,earrings,5,A,,,SS,,SS,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9507,Neon Highlights,accessory,face accessory,5,A,,,SS,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9508,Sound of Whistle,accessory,necklace,5,,SS,,S,,A,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9509,Hot Summer Pledge,accessory,gloves,5,,SS,,SS,,A,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9510,Mixed Color Wristbands,accessory,right hand ornament,5,,SS,,B,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9511,Absolute Signal,accessory,brooch,5,B,,,S,,SS,A,,,A,Street,,,,,FALSE,,FALSE,FALSE,
A9512,Overspeed Warning,accessory,left handheld,5,A,,,SS,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9513,Maintain Order,accessory,hair ornament,5,A,,,SS,,SS,A,,,A,Street,,,,,FALSE,,FALSE,FALSE,
A9514,Signal Left Turn Right,accessory,earrings,5,A,,,SS,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9516,Trainee Whistle,accessory,necklace,5,,SS,,SS,,A,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9517,Early Summer Promise,accessory,gloves,5,,SS,,SS,,A,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9519,Bright Meaning,accessory,brooch,5,A,,,SS,,S,A,,,A,Street,,,,,FALSE,,FALSE,FALSE,
A9520,Stop Sign,accessory,left handheld,5,A,,,SS,,SS,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9521,Naivete Mark,accessory,hair ornament,4,S,,,S,,S,,A,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
A9522,Starlight Adventure,accessory,earrings,4,A,,,S,,SS,,S,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
A9523,Gift from Dream,accessory,brooch,4,A,,,SS,,A,,SS,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
A9524,Hopeful Anchor,accessory,necklace,4,A,,,S,,S,,A,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
A9525,Sound from Dream,accessory,left hand ornament,4,,S,,S,,A,,B,,B,Sailor,,,,,FALSE,,FALSE,FALSE,
A9526,Sweet Sharing,accessory,right handheld,4,A,,,S,,SS,,B,,A,,,,,,FALSE,,FALSE,FALSE,
A9527,Moon on Wave,accessory,hair ornament,4,A,,SS,,A,,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
A9528,Skylark in Sky,accessory,necklace,4,A,,S,,S,,,A,,A,,,,,,FALSE,,FALSE,FALSE,
A9529,Decorated with Buds,accessory,earrings,3,A,,B,,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9530,Shiny Silver Halo,accessory,foreground,5,A,,,SS,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9531,Dance in Water,accessory,head ornament,5,A,,,SS,,S,,S,,SS,,,,,,FALSE,,FALSE,FALSE,
A9532,Floating Shellfish,accessory,background,5,S,,S,,,S,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
A9533,Colors of Light,accessory,hair ornament,5,SS,,S,,,SS,,S,,A,Pajamas,,,,,FALSE,,FALSE,FALSE,
A9534,Words in Snails,accessory,earrings,5,A,,A,,,SS,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
A9535,Old Memories,accessory,brooch,5,S,,A,,,S,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9536,Melodic Tides,accessory,left handheld,5,A,,SS,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9537,Secret Gifts,accessory,tattoo,5,A,,A,,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9538,Dark Night,accessory,hair ornament,5,A,,S,,,SS,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9539,Sweet Dream,accessory,earrings,5,A,,S,,,S,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9540,Anthem of Dawn,accessory,foreground,6,SS,,SS,,S,,A,,A,,,,,,,FALSE,,TRUE,FALSE,
A9541,Lily-white Psalm,accessory,ground,6,A,,SS,,SS,,S,,A,,Animal,,,,,FALSE,,FALSE,FALSE,
A9542,Star Symphony,accessory,background,6,A,,SS,,A,,SS,,A,,,,,,,FALSE,,TRUE,FALSE,
A9543,Melody of the Past,accessory,head ornament,6,SS,,SS,,A,,A,,A,,,,,,,FALSE,,TRUE,FALSE,
A9544,Pearl Circlet,accessory,hair ornament,6,A,,SS,,SS,,A,,S,,European,,,,,FALSE,,FALSE,FALSE,
A9545,Golden History,accessory,necklace,6,SS,,SS,,A,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9546,Cappella of Midnight,accessory,right hand ornament,6,SS,,SS,,A,,A,,S,,,,,,,FALSE,,FALSE,FALSE,
A9547,Prelude of Feast,accessory,gloves,6,A,,SS,,SS,,S,,S,,European,,,,,FALSE,,FALSE,FALSE,
A9548,Eternal Glow,accessory,hair ornament,6,A,,SS,,SS,,A,,A,,European,,,,,FALSE,,FALSE,FALSE,
A9549,Arrow of Revenge,accessory,foreground,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9550,Stairway to Treasure,accessory,ground,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
A9551,Generous Hero,accessory,hair ornament,5,S,,A,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
A9552,Secret Key to Wealth,accessory,earrings,5,A,,SS,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
A9554,Chivalrous Hunter,accessory,scarf,5,A,,SS,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
A9555,Bloody Treasure,accessory,right handheld,5,S,,A,,S,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
A9556,Nightfall Decision,accessory,necklace,5,S,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9557,Dual Nightmares,accessory,right hand ornament,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
A9558,Shadowalker,accessory,gloves,5,A,,S,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
A9559,Unchanged Intension,accessory,waist decoration,5,A,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
A9560,Locked Heart,accessory,earrings,5,S,,SS,,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9561,Endless Adventure,accessory,hair ornament,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9562,Spur of the Moment,accessory,hair ornament,5,A,,A,,SS,,SS,,S,,Britain,,,,,FALSE,,FALSE,FALSE,
A9563,Sound of Torrent,accessory,earrings,5,B,,SS,,SS,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
A9564,Chaotic Territory,accessory,scarf,5,A,,SS,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9565,Boundary of Danger,accessory,right hand ornament,5,A,,S,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9566,Helm Against the Wind,accessory,gloves,5,A,,S,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9567,Wandering Hunter,accessory,left handheld,5,A,,SS,,S,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
A9568,Gold Rum,accessory,background,5,A,,S,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9569,Treasure of the Pirates,accessory,ground,5,A,,SS,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9570,Snowy Sash,accessory,hair ornament,5,A,,S,,SS,,S,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
A9571,Puzzle Solver,accessory,earrings,5,SS,,S,,A,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9572,Mysterious Sequence,accessory,right hand ornament,5,SS,,SS,,A,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
A9573,Unconfirmed Suspicion,accessory,necklace,5,A,,SS,,SS,,A,,S,,,,,,,FALSE,,FALSE,FALSE,
A9574,Hefty Wager,accessory,right handheld,5,SS,,SS,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9575,Real Network,accessory,left hand ornament,5,SS,,S,,A,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9576,Legendary Treasure,accessory,ground,5,A,,S,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9577,Projection of Desire,accessory,background,5,S,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9578,Fragrant Crassula,accessory,hair ornament,4,B,,SS,,,A,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
A9579,Dewy Osmanthus,accessory,earrings,4,S,,S,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9580,Mountain Buds,accessory,right handheld,4,A,,S,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
A9581,Young Gentlemen,accessory,necklace,4,A,,SS,,,A,,S,,S,,,,,,FALSE,,FALSE,FALSE,
A9582,Trace of Fragrance,accessory,brooch,4,A,,SS,,,A,,SS,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
A9583,Moonlight Heaven,accessory,background,4,S,,S,,,A,,SS,,A,Animal,,,,,FALSE,,FALSE,FALSE,
A9584,Pure Kiss,accessory,earrings,4,,S,S,,A,,,B,A,,,,,,,FALSE,,FALSE,FALSE,
A9585,Lover's Gift,accessory,necklace,4,,S,A,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9586,The Final Curtain,accessory,brooch,4,,B,S,,S,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
A9587,Lost Memory,accessory,hairpin,4,,B,S,,A,,,A,C,,,,,,,FALSE,,FALSE,FALSE,
A9588,Nighttime Roaming,accessory,ground,5,A,,,SS,A,,SS,,,S,Future,,,,,FALSE,,FALSE,FALSE,
A9589,Neon Dance Steps,accessory,foreground,5,A,,,S,SS,,SS,,,A,Future,,,,,FALSE,,FALSE,FALSE,
A9590,Simulated Walking,accessory,background,5,A,,,SS,SS,,A,,,S,Future,,,,,FALSE,,FALSE,FALSE,
A9591,Camellia Hairpin,accessory,hairpin,4,,SS,,S,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9592,Sweet Hairpin,accessory,hairpin,4,,S,,A,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9593,Deer on Weald,accessory,hair ornament,4,,SS,SS,,A,,,A,A,,Dryad,,,,,FALSE,,FALSE,FALSE,
A9594,Unknown Summer,accessory,necklace,4,,S,S,,A,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
A9595,Deer Going Home,accessory,hair ornament,4,,SS,SS,,B,,,A,B,,Dryad,,,,,FALSE,,FALSE,FALSE,
A9596,Autumn Beingless,accessory,necklace,4,,S,S,,S,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
A9597,Fantasy Instructions,accessory,background,5,A,,,SS,S,,SS,,,A,Future,,,,,FALSE,,FALSE,FALSE,
A9598,Electronic Flowers,accessory,background,5,A,,SS,,SS,,A,,,S,Future,,,,,FALSE,,FALSE,FALSE,
A9599,Memory Cracks,accessory,ground,5,S,,,SS,S,,A,,,S,Future,,,,,FALSE,,FALSE,FALSE,
A9600,Candle of the Witch,accessory,hair ornament,4,S,,A,,S,,SS,,A,,Gothic,,,,,FALSE,,FALSE,FALSE,
A9601,Twinkling Light Years,accessory,left handheld,4,A,,,S,A,,S,,S,,Gothic,,,,,FALSE,,FALSE,FALSE,
A9602,Glittering Light,accessory,hair ornament,5,S,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9603,Dainty Decoration,accessory,earrings,5,SS,,A,,SS,,S,,A,,,,,,,FALSE,,FALSE,FALSE,
A9604,Echo of Details,accessory,right hand ornament,5,A,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9605,Romantic Wind,accessory,necklace,5,S,,SS,,S,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
A9606,Silent Starry Sky,accessory,brooch,5,A,,S,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
A9607,Unique Ideas,accessory,gloves,5,A,,A,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
A9608,Demon Horns,accessory,hair ornament,4,,S,,A,S,,S,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
A9609,Starlight of Curse,accessory,earrings,4,,SS,,SS,A,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
A9610,Demon Chains,accessory,necklace,4,,A,,A,S,,SS,,,B,Gothic,,,,,FALSE,,FALSE,FALSE,
A9611,Thorn Imprison,accessory,gloves,4,,A,,A,S,,S,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
A9612,Demon Bat Wings,accessory,wing,4,,A,,SS,A,,SS,,,B,Gothic,,,,,FALSE,,FALSE,FALSE,
A9613,Demon Mark,accessory,tail,4,,SS,,S,B,,A,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
A9614,Light Colored Pearl,accessory,necklace,3,,B,SS,,A,,,S,,A,,,,,,FALSE,,FALSE,FALSE,
A9615,Diamond of the Stars,accessory,brooch,3,,B,SS,,S,,B,,,B,,,,,,FALSE,,FALSE,FALSE,
