id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
87568,Villain,accessory,tail,5,A,,,SS,,SS,,A,A,,Animal,,Blue,Silver,,Pigeon,Bad Hunter,TRUE,FALSE,FALSE,What role to play the next time? This troubles the little villain recently.
87569,Poem on the Pillow,accessory,right handheld,4,A,,S,,A,,,S,,A,Preppy,,Blue,White,,,,FALSE,FALSE,FALSE,"After she fell asleep on a jade pillow, the book slipped out of her hand. She saw the distant summer in her dream."
87570,Magic Light Chip,accessory,foreground,5,,SS,,S,B,,SS,,,A,Future,,Blue,White,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,Reema's mind sank into universe. She forgot everything. Her mind would be dragged into deeper darkness at any time.
87571,The Other Shore,accessory,ground,5,S,,,A,SS,,SS,,,A,Future,,Blue,,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,"The light slowly illuminated everything. As Reema's will is powered by a chip, she regained control of her body."
87572,Aurora Lightning,accessory,hair ornament,5,S,,,B,SS,,SS,,,A,Future,,Blue,Green,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,"Reema is a dream builder helping people satisfy desires. After codes are blended with emotions, miracles will come."
87573,Messenger of Dark Night,accessory,brooch,5,,SS,,A,A,,SS,,,A,Future,,Blue,Black,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,"When Reema recreates dreams, her mind evolves. Emotions different from codes flow into her mind with information."
87574,Argot in Battlefield,accessory,ground,5,S,,,A,SS,,SS,,,A,Future,,Blue,,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,"The dream scenes she once built for people flash like twinkling stars, which shine in the dark night sky."
87575,Lost Signal,accessory,waist decoration,5,A,,,A,,SS,SS,,,A,Future,,Blue,Black,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,"At night, people fall into dreams, where their nature is revealed by secrets. Some found uses of Reema's power."
87576,Mechanical Prison,accessory,gloves,5,,SS,,A,S,,SS,,,A,Future,,White,Silver,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,Evildoers found her value earlier. Reema could be a dream builder or a war machine turning disasters into reality.
87577,Burst of Electricity,accessory,tattoo,5,A,,,S,SS,,SS,,,A,Future,,Blue,Orange,,Ruin,Dream of Phantom,TRUE,FALSE,FALSE,Criminals imprisoned Reema and implanted other chips in her brain in order to transform her into a puppet.
87578,Make a Vow,accessory,hairpin,4,A,,S,,,SS,,A,,A,Chinese Classical,,Red,White,,Festivals,Splendid Unison,TRUE,FALSE,FALSE,"Ah Yi's brave behavior was remembered by Miss Yin, who used excuses to leave the mansion to meet him at city gate."
87579,Jade Beauty,accessory,earrings,4,,SS,A,,,SS,,A,,A,,,Red,Pink,,Festivals,Splendid Unison,TRUE,FALSE,FALSE,"Ah Yi, who was well-informed and humorous, added a bright color to Miss Yin's boring life. They fell in love."
87580,Wish of Safeness,accessory,necklace,4,,S,A,,,A,,S,,A,Chinese Classical,,Red,Green,,Festivals,Splendid Unison,TRUE,FALSE,FALSE,Good times didn't last long. Miss Yin's parents decided to separate them and find a suitable man for Miss Yin.
87581,Natural Fit,accessory,right handheld,4,A,,SS,,,SS,,A,,A,Chinese Classical,,Brown,Red,,Festivals,Splendid Unison,TRUE,FALSE,FALSE,Miss Yin disobeyed for the first time. Ah Yi joined the army in hopes to win her parents' approval for the marriage.
87582,Bright as Day,accessory,background,4,A,,SS,,,A,,S,,A,,,Brown,Red,,Festivals,Splendid Unison,TRUE,FALSE,FALSE,"Before Ah Yi left, Miss Yin hung a hand-made Silk Ball around his waist. They agreed that he would return safely."
87583,Smart Partner,accessory,foreground,5,S,,SS,,,SS,,A,A,,Animal,,White,Pink,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Cat servants arrived in time and caught foods as well as cups and saucers. As a result, guests were not awakened."
87584,Footprints of God of Flower,accessory,head ornament,5,S,,B,,,SS,,SS,A,,European,,White,Silver,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Instead of taking a seat, the little guest stood far away. Wearing faded clothes, he looked out of place."
87585,Elegant Tea Party,accessory,ground,5,S,,SS,,,A,,A,S,,European,,White,Pink,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Inspired by Kate, guests read their poems in the garden in turn. Only one guest stood silently in the corner."
87586,Blessing from Origin,accessory,background,5,SS,,A,,,A,,SS,S,,European,,White,Blue,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Kate received him kindly. He was a newsboy attracted by poems. Encouraged by Kate, he recited his poem."
87587,Prickly Rose,accessory,hair ornament,5,SS,,SS,,,A,,A,A,,European,,White,Brown,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"A sun hat with roses captured guests’ attention, and Kate had prepared hearty afternoon tea cakes for the guests."
87588,Blessed Voice,accessory,earrings,5,A,,SS,,,S,,SS,A,,,,Brown,Pink,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Kate chose the most interesting guests, such as singers, circus actors and stars. They spoke freely in the garden."
87589,Mellow Black Tea,accessory,right handheld,5,A,,SS,,,A,,SS,S,,,,Brown,White,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Guests were refreshed after drinking black tea. Immersed in elegant recitations, they were unaware of the changes."
87590,Surrounded by Smiles,accessory,necklace,5,S,,SS,,,A,,S,S,,,,Brown,White,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,"Amidst laughter, Kate walked to the grape trellis and sat down in her favorite seat. Reading sounded like music."
87591,Lazy Darling,accessory,foreground,5,A,,SS,,,A,,SS,S,,Animal,,White,Pink,,Pigeon,Miss Kate’s Tea Party,TRUE,FALSE,FALSE,The cat lying on Kate's knee jumped onto the lawn and ran to Melia. Kate looked at Melia and saw her cat tail.
87592,Fake Ear of Cat,accessory,hairpin,5,B,,S,,,SS,,SS,S,,,,White,Brown,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,"Melia likes dressing up Kate and preparing the most delicious desserts, whose sweet smell makes her happy."
87593,Carved Teapot,accessory,left handheld,5,A,,SS,,,S,,SS,A,,,,Brown,White,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,"Cat partners arriving in time resolved the crisis. After reading poems, guests enjoyed tea and became satisfied."
87594,Ringing a Bell,accessory,brooch,5,A,,A,,,SS,,SS,S,,,,Brown,,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,"To prepare foods for tea party on every weekend afternoon, Melia would go to select the best fruits and black tea."
87595,List of Treasure,accessory,waist decoration,5,S,,SS,,,A,,S,S,,,,White,Brown,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,"As Melia brings a food tray to guests, the smell of catmint brought by some guest makes her lose her cool!"
87596,Magic Bond,accessory,wing,5,S,,A,,,S,,SS,A,,,,White,Pink,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,The ribbon was tied by Miss Kate. It was enchanted with powerful magic keeping Melia from revealing her identity.
87597,Naughty Moment,accessory,tail,5,S,,A,,,SS,,SS,A,,European,,White,Brown,,Pigeon,Melia’s Invitation,TRUE,FALSE,FALSE,Three cats caught the teapot thrown out by Melia. She looked at them and was glad she didn't make a sound.
87598,Fox Fire,accessory,foreground,5,,SS,A,,S,,SS,,A,,,,White,Silver,,Cloud,White Fox,TRUE,FALSE,FALSE,"In the night, the fire of the fox wanders in the wilds and the city. The whole world is like a stage for Chigusa."
87599,Bond with Mortals,accessory,background,5,S,,SS,,SS,,A,,A,,,,Silver,Blue,,Cloud,White Fox,TRUE,FALSE,FALSE,"People pray piously for health, success in career, good marriage, and safety."
87600,Dazzling World,accessory,face accessory,5,A,,A,,SS,,SS,,A,,Kimono,,Silver,Black,,Cloud,White Fox,TRUE,FALSE,FALSE,"Changing into a modern suit, Chigusa dives into the big bright city, tasting the snacks on the street."
87601,Jade Ginkgo,accessory,right handheld,5,A,,SS,,SS,,A,,A,,,,White,Silver,,Cloud,White Fox,TRUE,FALSE,FALSE,"The God's agent sits on the crescent, singing the song to infuse vigor into the cold and frost."
87602,Ebony Samisen,accessory,left handheld,5,A,,SS,,SS,,A,,A,,,,Silver,White,,Cloud,White Fox,TRUE,FALSE,FALSE,Stroke and pluck... Every musical piece fits Chigasa's mood just right.
87603,Night Shadow,accessory,hairpin,5,S,,SS,,S,,A,,A,,Kimono,,Silver,White,,Cloud,White Fox,TRUE,FALSE,FALSE,He is always smiling no matter what happens. Some people find it hard to know his true thought.
87604,Unspeakable,accessory,left hand ornament,5,,SS,S,,SS,,A,,S,,,,Pink,Red,,Cloud,White Fox,TRUE,FALSE,FALSE,"He wears a bead string on his wrist, but when others ask about it, he always smiles and shakes his head."
87605,Divine Token,accessory,tattoo,5,A,,SS,,SS,,S,,A,,,,Blue,Brown,,Cloud,White Fox,TRUE,FALSE,FALSE,Chigusa looks a little drunk now that the divine mark glows. He then drinks all that's left in the cup.
87606,Hidden Tails,accessory,tail,5,S,,A,,S,,SS,,A,,,,Blue,White,,Cloud,White Fox,TRUE,FALSE,FALSE,"It's said that a divine fox can develop 9 tails after training, but he doesn't like training at all."
87607,Wandering Moonlight,accessory,face accessory,5,A,,A,,SS,,SS,,A,,Kimono,,Silver,Brown,,Cloud,White Fox,TRUE,FALSE,FALSE,"The evil lures people to corruption, while the Agent's zither tries to wake them up from the chaos."
87608,Equinox World,accessory,tattoo,5,A,,A,,SS,,SS,,A,,,,Blue,Brown,,Cloud,White Fox,TRUE,FALSE,FALSE,"The wind blowing for thousands of years now turns into a gauze, covering the knot infused with divine power."
87609,Starlight on the Sea,accessory,foreground,5,SS,,S,,,A,,SS,,A,,,White,Blue,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"After the firework show ended, Lero found granny waiting for her. Granny was waving to her with a packaged snack."
87610,Morning Breeze,accessory,ground,5,A,,SS,,,A,,SS,,A,,,White,,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,Desserts are sold on Long Street in summer nights. Lero's favorite is cotton candy and granny would buy it for her.
87611,Star Voyage,accessory,background,5,A,,SS,,,A,,SS,,S,,,White,Blue,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"Grandma gave her a cotton candy and asked, 'Today's fireworks are the most beautiful. You’ll remember it, right? '"
87612,Dear Paper Cranes,accessory,head ornament,5,SS,,A,,,S,,SS,,A,,,White,Purple,,,,FALSE,FALSE,FALSE,"Lero ate a candy, but it turned into a little paper crane. It flew to the distant night sky and became a star."
87613,Gift of Dreamland,accessory,hair ornament,5,A,,SS,,,S,,SS,,A,,,Brown,White,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"Lero may have folded 1,000 paper cranes. She fell asleep with faint cicada chirping and gentle night breeze."
87614,Nebula in Deep Sky,accessory,hairpin,5,S,,A,,,SS,,SS,,A,,,White,Silver,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"She was on a paper crane after waking up. It carried her flying high, and she seemed to be able to reach stars."
87615,Thousands of Paper Cranes,accessory,earrings,5,S,,SS,,,S,,SS,,A,,,White,Pink,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,The paper crane landed in a familiar scene. Lero saw a Long Street decorated with summer flowers and many people.
87616,Sea of Dawn,accessory,brooch,5,A,,SS,,,A,,SS,,A,,,White,Silver,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,A girl ran to her and took her hand. 'Hurry up! The firework show will start. We have reserved a seat for you!'
87617,Rhythm of Wind,accessory,necklace,5,S,,SS,,,A,,SS,,A,,,White,Purple,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"It turned out that the legend is true. She hugged the paper crane's neck, cool night wind passing through her hair."
87618,Realm of Deep Sky,accessory,right hand ornament,5,,SS,SS,,,S,,A,,A,,,White,Silver,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,This year's firework show will be grand. You'll regret it if you miss it!' Then they looked up into the sky.
87619,Gauze of Magic Light,accessory,gloves,5,A,,SS,,,A,,SS,,A,,,White,Purple,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,They passed through bustling crowds and strolled away. The girl handed her flowers that sent forth fragrance.
87620,Shadow of Deep Sky,accessory,left hand ornament,5,,S,SS,,,A,,A,,A,,,White,Silver,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,They stopped at a dock. Young people waved to Lero. There seemed a light belt like a golden ribbon on the sea.
87621,Snow-white Paper Crane,accessory,earrings,5,A,,S,,,S,,SS,,S,,,White,Pink,,Apple,Glazing Dreamland,TRUE,FALSE,FALSE,"Words of childhood, summer night, and fireworks reminded her of hometown. Stars were twinkling in the dark sky."
87622,Arc of Rainbow,accessory,hairpin,5,,SS,,SS,,A,A,,,A,,,Blue,Yellow,,Apple,Shining Neon,TRUE,FALSE,FALSE,"Because Sainz Group rejected Rosset Group's acquisition plan, our company had to tackle challenges to survive."
87623,Golden Crow Down,accessory,earrings,5,,A,,SS,,SS,A,,,A,,,Orange,Yellow,,Apple,Shining Neon,TRUE,FALSE,FALSE,"I helped my father conquer difficulties caused by the President's attacks. However, what would be the next blow?"
87624,Silver Moon Riding High,accessory,necklace,5,,A,,SS,,A,SS,,,A,,,Silver,Brown,,Apple,Shining Neon,TRUE,FALSE,FALSE,"The famous daughter of Apple Apparel Group’s chairman signaled she wanted to cooperate, but her father hesitated."
87625,Script Supervisor Simulated,accessory,right handheld,5,,A,,S,,A,SS,,,A,,,Silver,Orange,,Apple,Shining Neon,TRUE,FALSE,FALSE,"That lady was firm and confident, and I seemed to see in her eyes a light that could illuminate all darkness."
87626,Shining Neon,accessory,background,5,,A,,SS,,A,S,,,A,,,Purple,White,,Apple,Shining Neon,TRUE,FALSE,FALSE,"If we can’t defeat opponents alone, how about cooperate with others? Consistent interests lead to alliances."
87627,Sealed Secrets,accessory,hairpin,5,A,,A,,SS,,S,,,S,,,Brown,Red,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"There’re no eternal enemies or friends. As Federal Security Agency investigated President, we should abandon him."
87628,Back to Past,accessory,earrings,5,,SS,A,,SS,,A,,,S,,,White,Brown,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"The CEO of Mercury Group came. We were partners, and I know he’s an excellent businessman and a formidable rival."
87629,Butterfly from Abyss,accessory,necklace,5,A,,S,,SS,,SS,,,A,,,Brown,Red,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"Sainz, the only company refused our acquisition, decided to cooperate with Apple Apparel Group. That's bad news."
87630,Path of Thorns,accessory,right hand ornament,5,S,,S,,SS,,S,,,S,,,Brown,White,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"Business expansion is never easy. Although the group benefited from a political game, rumors never subsided."
87631,Luxurious Banquet,accessory,right handheld,5,S,,SS,,SS,,A,,,S,,,Brown,Orange,,Apple,Midnight Trap,TRUE,FALSE,FALSE,Sainz’s chairman is capable but indecisive. But I'm afraid his daughter will be a formidable rival.
87632,Lure on the Fingertip,accessory,gloves,5,S,,A,,SS,,SS,,,S,,,Brown,,,Apple,Midnight Trap,TRUE,FALSE,FALSE,Mr. Reid once again stated he wanted our cooperation. I saw great ambitions hidden behind his elegant smiles.
87633,Tender Phantom,accessory,hair ornament,5,,SS,A,,A,,SS,,,S,,,Red,White,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"I never felt uneasy about that, as business competition resembles a battlefield. Rosset Group will win this war."
87634,Gilded Rose,accessory,left hand ornament,5,A,,SS,,SS,,A,,,S,,,Brown,,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"Reid told me that it was the heiress that made the decision for Sainz, which was somewhat beyond my expectation."
87635,Tender Trap,accessory,earrings,5,A,,SS,,SS,,A,,,S,,,White,Brown,,Apple,Midnight Trap,TRUE,FALSE,FALSE,We only needed to tackle trifles to finish negotiation. I shook hands with him to announce our second cooperation.
87636,Late at Night,accessory,ground,5,A,,S,,SS,,SS,,,A,,,Brown,Black,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"Rosset’s expansion will continue to sweep across the Federation, and all the country’s wealth will be ours."
87637,Exclusive Story,accessory,background,5,A,,SS,,SS,,A,,,S,,,Brown,,,Apple,Midnight Trap,TRUE,FALSE,FALSE,"I really want to meet her, but that’s another story. Now that I have more cards, the situation won’t be reversed."
87638,Circle of Guidance,accessory,foreground,5,SS,,A,,SS,,A,,,A,Gothic,,Blue,Purple,,,,FALSE,FALSE,FALSE,"In the dim cellar, candles and roses form a spell circle to summon the demon."
87639,Dark Whisper,accessory,head ornament,5,A,,SS,,S,,SS,,,A,Gothic,,Blue,Pink,,,,FALSE,FALSE,FALSE,"The demon's words echo in her ears, 'Beauty has no limit. You can always find something to trade with me.'"
87640,Night Curse,accessory,hair ornament,5,A,,SS,,A,,SS,,,A,Gothic,,Blue,Pink,,Lilith,Demon's Doll,TRUE,FALSE,FALSE,"She sacrifices the time to under sunshine for the fair skin. Now she stays in the cellar, imprisoned with her beauty"
87641,Scarlet Trap,accessory,earrings,5,A,,S,,SS,,SS,,,A,,,Pink,Brown,,Lilith,Demon's Doll,TRUE,FALSE,FALSE,"She gives all her fortune to the demon for a face that never ages. Time forgets her, so do the others."
87642,Doll of Sin,accessory,right hand ornament,5,A,,SS,,S,,SS,,,A,,,Pink,Red,,Lilith,Demon's Doll,TRUE,FALSE,FALSE,"In Mefis's dream, the girl is so perfect that she cannot control her desire to pursue her."
87643,Night Hunt,accessory,hair ornament,5,A,,SS,,A,,SS,,,A,Gothic,,Blue,Pink,,Lilith,Demon's Doll,TRUE,FALSE,FALSE,"Taking the doll into the girls' dreams, Demon waits for the next prey."
87644,Scarlet Chain,accessory,earrings,5,A,,SS,,SS,,A,,,S,,,Pink,Brown,,Lilith,Demon's Doll,TRUE,FALSE,FALSE,"The girl earns the beauty she craves. It's like a beautiful dream that never ends, before it turns into a nightmare."
87645,New Moon Flowers,accessory,hairpin,4,,SS,S,,A,,A,,,A,,,Pink,White,,Wasteland,Herbal Fragrance,TRUE,FALSE,FALSE,"The secrets hidden in the plants are dissected, and Bell symbolizes another step into the deeper parts of the world."
87646,Stirring Silk Rain,accessory,earrings,4,,A,SS,,S,,A,,,A,,,White,Silver,,Wasteland,Herbal Fragrance,TRUE,FALSE,FALSE,"The herbal extracts, symbols of comfort and health, are always sold in a corner of the noisy streets."
87647,Goodwood Medicine Basket,accessory,brooch,4,,A,SS,,S,,A,,,B,,,Brown,Pink,,Wasteland,Herbal Fragrance,TRUE,FALSE,FALSE,People who have been away from home may occasionally recall the sound of the street corner the bitterness of Bell.
87648,Gathering the Sunset,accessory,left handheld,4,,SS,S,,A,,S,,,B,,,Red,Pink,,Wasteland,Herbal Fragrance,TRUE,FALSE,FALSE,"Blending herbal extracts with a bitter fragrance, Bell relieves life's minor ailments, and brings people peace."
87649,Plain Garland,accessory,gloves,4,,SS,S,,A,,A,,,A,,,White,Brown,,Wasteland,Herbal Fragrance,TRUE,FALSE,FALSE,"Bell has gradually become the legacy of generations, but there is something that belongs here that remains unchanged."
87650,Cross Warning,accessory,hair ornament,4,A,,,S,,S,A,,,S,,,Brown,Black,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,"Don't worry, you won't be eaten before you recover! I promise.' The little nurse smiles at the quivering man."
87651,Bat Trace,accessory,hairpin,4,,S,,A,,S,B,,,S,,,Red,Pink,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,"After a long search in the books, the little nurse finally makes a potion that human body could resist."
87652,Bell of Slumber,accessory,brooch,4,A,,,A,,S,S,,,A,,,Red,Brown,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,It's so cute that he has to talk with her though in great fear. The little nurse thinks while flicking the syringe.
87653,Wake of Nightmare,accessory,gloves,4,A,,,A,,S,SS,,,A,,,Black,Brown,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,"When sorting his clothes, the little nurse finds a pouch where his and a girl's name are embroidered."
87654,Cure of Love,accessory,right handheld,4,B,,,SS,,SS,A,,,A,,,White,Red,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,The man recollects himself seeing the pouch. He and the little nurse talk the whole night about himself and the girl.
87655,Lacquer Wings,accessory,wing,4,S,,,S,,A,S,,,B,,,Silver,Blue,,Lilith,Peachy Demon,TRUE,FALSE,FALSE,"When the man recovers, the little nurse throws him out. She then whispers to herself, 'What is love?'"
87656,Fish Bone Ornament,accessory,hairpin,5,A,,,SS,A,,SS,,A,,,,Brown,,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,"Alan stayed in the old city, perhaps trying to enjoy the peace or to find inspiration from the old lifestyle."
87657,Ink Fish,accessory,earrings,5,A,,,B,SS,,SS,,A,,,,Brown,Silver,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,"Describing kitties as tigers creates contrasts. Fishbones, perhaps kitties’ works, are common in Alan’s design."
87658,Golden Red Fish,accessory,face accessory,5,A,,,SS,A,,SS,,A,,Animal,,Orange,Yellow,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,"What would today’s draft look like? Alan thought while chewing dried fish. In warm sun, she seemed to become a cat."
87659,Ferocious Tiger,accessory,brooch,5,A,,,SS,A,,S,,A,,Animal,,Brown,Blue,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,A brooch on collar has Alan’s favorite words ‘In me the tiger sniffs the rose.’ Maybe her kitties will like them.
87660,Fish Bone Tie,accessory,scarf,5,A,,,A,SS,,SS,,A,,,,Silver,Black,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,"Alan spent two days making a fine fishbone bow tie. Orange tried to steal the tie, but Alan caught it red-handed."
87661,Cat Space Capsule,accessory,right handheld,5,A,,,A,,SS,SS,,A,,Animal,,Silver,Brown,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,Kitties accompanied her for a long time and distress of creation was eased. She’ll tease them if she feels bored.
87662,Peony Bloom,accessory,tattoo,5,A,,,A,,SS,S,,A,,,,Brown,Pink,,Apple,Flaming Tiger,TRUE,FALSE,FALSE,Alan lived a free life in the slow-paced town. She takes kittens to eat breakfast every morning to start a new day.
87663,Warm Sun Student Hat,accessory,hair ornament,4,,S,,S,,A,,A,,A,Preppy,,Orange,Brown,,Apple,Innocence Time,TRUE,FALSE,FALSE,"The last thing she found was a hat, which she had transformed and made new, so even now it doesn't feel outdated!"
87664,Wine Cup on River,accessory,hairpin,5,A,,SS,,SS,,S,,,A,,,Brown,,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,"‘Greedy, foolish, ignorant yet indomitable is the human nature. So, keep silent even if we can see through things.’"
87665,Moon Seer,accessory,face accessory,5,A,,A,,SS,,SS,,,A,,,Brown,White,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,"The stranger asked me if I saw anything. I saw the ups and downs of his life, and the twists and turns of history."
87666,Flickering in Wind,accessory,earrings,5,S,,SS,,SS,,A,,,A,,,Brown,Yellow,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,I partly understand Master’s words. Perhaps after meeting more people I’ll see the invisible rules of this world.
87667,Sophisticated Flower,accessory,necklace,5,A,,S,,SS,,A,,,A,,,Brown,White,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,Prophets can never see their own future. Maybe I’ll always stand here and watch the joys and sorrows of others.
87668,Green Jade Ring,accessory,right hand ornament,5,A,,SS,,SS,,A,,,A,,,Brown,Green,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,"I’ve done well in what Master taught me. This small room carries mortal wishes, which all faded over time."
87669,Ethereal Smoke,accessory,left handheld,5,A,,A,,SS,,S,,,S,,,Brown,Blue,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,I saw how mountains were shifted and stars were changed. He who seeks peace only gets lost in endless desires.
87670,Ink Dot Lacquer,accessory,left hand ornament,5,A,,SS,,SS,,A,,,A,,,Brown,Pink,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,I remember Master said that greed is the magic light people are all chasing after. It is what life is all about.
87671,Firefly on River,accessory,gloves,5,A,,SS,,S,,A,,,A,,,White,Orange,,Cloud,Fortune in Fog,TRUE,FALSE,TRUE,"I have the future in store for you. But unknown visitor, are you really ready to face the answer?"
87672,Dragon in Rain,accessory,tattoo,5,A,,A,,SS,,SS,,,A,,,Yellow,Brown,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,I have seen ignorant youngsters who are longing for future and seasoned seniors who can still weather the storms.
87673,Floral Desk,accessory,background,5,A,,SS,,SS,,A,,,A,,,Blue,Silver,,Cloud,Fortune in Fog,TRUE,FALSE,FALSE,"At that moment, it seemed that people’s faces became the same. I no longer saw individuals, but a pure heart."
87674,Genius Baker,accessory,veil,5,A,,,SS,,SS,,A,A,,Lolita,,White,Red,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"Miss Squirrel gradually realizes that tasty desserts are created out of passion, rather than magic."
87675,Check Bow,accessory,hairpin,5,A,,,A,,SS,,SS,A,,,,Pink,Red,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,Miss Squirrel once made a birthday wish to become a baker like her mother and bring happiness to her customers.
87676,Hazelnut,accessory,necklace,5,A,,,SS,,A,,A,A,,,,Red,Brown,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"While her mother's inspiration is the forest, hers is these squirrels. They look so cute when holding hazelnuts."
87677,Forest Cream Roll,accessory,right handheld,5,A,,,SS,,SS,,A,A,,,,Brown,Orange,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"Spread the sweet cream and ruby-like strawberries on the spongy cake, and roll it up. The cream roll is done!"
87678,Milk Cookies,accessory,left handheld,5,S,,,SS,,SS,,A,A,,,,Silver,White,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"The first dessert Miss Squirrel learned is cookie. The recipe looks easy, but it's hard to master the heat control."
87679,Squirrel Gloves,accessory,gloves,5,,SS,,A,,SS,,A,A,,,,Brown,White,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,Miss Squirrel has designed many unique desserts. She leaves her mother to open her own bakery in a bigger city.
87680,Dessert Van,accessory,background,5,A,,,SS,,SS,,A,S,,,,Brown,Red,,,,FALSE,FALSE,FALSE,"Before opening a bakery, Miss Squirrel used to operate a wonderful dessert van."
87681,Squirrel Cream Roll,accessory,right handheld,5,A,,,SS,,SS,,A,A,,,,Brown,Orange,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"When her bakery opened, her mother came. Miss Squirrel felt relieved to see her mother smile after taking a bite."
87682,Black Chocolate Cookies,accessory,left handheld,5,A,,,S,,SS,,A,A,,,,Silver,Pink,,Lilith,Squirrel Dessert Chef,TRUE,FALSE,FALSE,"Plain cookies smell milky. When chocolate or strawberry jam is added, they will be totally different."
87683,Horn Hat,accessory,hair ornament,4,A,,,SS,A,,SS,,A,,Street,,Silver,Pink,,Apple,Dream of Dance,TRUE,FALSE,FALSE,"However, without any experience on the stage, she could only be waiting on the bench."
87684,Colorful World,accessory,face accessory,4,A,,,S,SS,,A,,A,,,,Brown,Pink,,Apple,Dream of Dance,TRUE,FALSE,FALSE,"Though she cannot get onto the stage, she practices every day by herself when group activity ends."
87685,Bat Beat,accessory,brooch,4,A,,,S,A,,S,,B,,Street,,Blue,White,,Apple,Dream of Dance,TRUE,FALSE,FALSE,"One day, the captain of the group happened to see her practicing alone in the dancing room."
87686,Cat Ear Headphones,accessory,hair ornament,4,A,,,A,,SS,SS,,A,,Street,,Blue,Purple,,Apple,Halloween Night,TRUE,FALSE,FALSE,"On Halloween night, she rode on a float with the crowd, and her favorite music coming from the cat ear headphones."
